,title,area,numberOfRooms,price,town,district
5928,HİLAL EMLAKTAN CADDE ÜZERİNDE MANZARALI KİRALIK EŞYALI DAİRE,85,2+1,13.500,Yıldıztabya,Yıldıztabya Mh.
5929,SAHİBİNDEN KİRALIK LÜKS,100,2+1,8.300,Gaziosmanpaşa,Bağlarbaşı Mh.
5930,kiralık daire,110,2+1,7.000,Küçükköy,Karadeniz Mah.
5931,G.O.Paşa'da Kiralık 2+1 Daire,110,2+1,6.000,Gaziosmanpaşa,Sarıgöl Mh.
5932,█ | ŞEMSİPAŞA KAPALI CADDE ÜZERİNDE| 2+1 KİRALIK DAİRE,100,2+1,6.000,Küçükköy,Şemsipaşa Mh.
5933,MASTER PROJE'DEN YÜKSEK KAT VİALAND CEPHE KİRALIK GENİŞ TİP 3+1,135,3+1,12.000,Gaziosmanpaşa,Sarıgöl Mh.
5934,GAZİOSMANPAŞA MEYDANDA KİRALIK DAİRE,90,2+1,6.250,Gaziosmanpaşa,Bağlarbaşı Mh.
5935,M.Koç Gayrimenkül;Kiralık 3+1 130 m2 Yüksek Çatı Katı,130,3+1,6.500,Küçükköy,Karadeniz Mah.
5936,SİTEDE MANZARALI LÜKS EŞYALI 3+1 KİRALIK DAİRE,141,3+1,24.000,Fevziçakmak,Karayolları Mh.
5937,Viaport Venezia'da Emsalsiz Özel Daire Eşyalı,105,1+1,16.000,Küçükköy,Karadeniz Mah.
5938,KONAKLARDAN TEM AVRASYA KONUTLARINDA KİRALIK 98m2 DAİRE,98,2+1,10.000,Fevziçakmak,Karayolları Mh.
5939,╣GOPED╠ AHES MİSAL İSTANBULDA KİRALIK 118m2 3+1 PEYZAJ DAİRE,118,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
5940,SAHİBİNDEN KİRALIK BOŞ TEMİZ DAİRE 500 EVLER,80,2+1,5.500,Küçükköy,Barbaros Hayrettinpaşa Mh.
5941,VİAPORT VENEZİA 1+1 EŞYALI BALKONLU HAVUZ MANZARALI,92,1+1,13.500,Küçükköy,Karadeniz Mah.
5942,ŞEMSİPAŞA MAH. ÖZSUNA SİTESİNDE 2+1 KİRALIK ULTRA LÜX,100,2+1,11.500,Küçükköy,Şemsipaşa Mh.
5943,KAZIM KARABEKİR BAŞARI HASTANESİNE YAKIN YÜKSEK GİRİŞ 2+1 DAİRE,90,2+1,6.600,Kazımkarabekir,Kazım Karabekir Mh.
5944,GAZİOSMANPAŞA ORDU CADDESİNDE 2+1 110m2 1.KAT ASANSÖRLÜ KİRALIK,110,2+1,7.000,Yıldıztabya,Karlıtepe Mh.
5945,Sahibinden 3+1 giriş bahçeli,120,3+1,3.500,Yıldıztabya,Yenidoğan Mh.
5946,SASA GAYRİMENKULDEN KARAYOLLARI MAHALLESINDE KİRALIK DAİRE,115,2+1,8.000,Küçükköy,Yeni Mahalle Mh.
5947,SAHİBİNDEN- AHES 3+1 DAİRE( DAİRE İÇİ İLAVELERİ LÜTFEN OKUYUNUZ),128,3+1,12.750,Gaziosmanpaşa,Sarıgöl Mh.
5948,Haliç Panorama 1+1 Eşyalı 10.kat for rent مفروشه للايجار,75,1+1,10.000,Gaziosmanpaşa,Sarıgöl Mh.
5949,AHES MİSAL İSTANBULDA KİRALIK 3+1 SIFIR DAİRE / 5. KAT,128,3+1,10.750,Gaziosmanpaşa,Sarıgöl Mh.
5950,VENEZİA DA KOMPLE EŞYALI 3+1 KİRALIK DAİRE,183,3+1,27.500,Küçükköy,Karadeniz Mah.
5951,G.O.PAŞA MERKEZ MAHALLESİNDE KİRALIK 3+1 LÜKS DAİRE,130,3+1,11.000,Gaziosmanpaşa,Merkez Mah.
5952,FULL DOGA GORUNTULU LUX DAiRE واحد3خواب لوکس با منظره کامل جنگل,100,3+1,10.000,Küçükköy,Karadeniz Mah.
5953,ŞEMSİPAŞA MAH. ÖZSUNA SİTESİNDE KİRALIK 2+1 ULTRA LÜX,100,2+1,12.500,Küçükköy,Şemsipaşa Mh.
5954,212 VADİ'DEN ESSENORA'DA EŞYALI 2+1 85 M2 20.KAT DAİRE.,91,2+1,17.500,Fevziçakmak,Fevzi Çakmak Mh.
5955,KÜÇÜKKÖY 'de ÖZEL YAPIM 130m² LÜX GENİŞ 2+1 ARAKAT BAHÇELİ DAİRE,130,2+1,10.000,Küçükköy,Yeni Mahalle Mh.
5956,ASORTİK YAPIDAN MEMURA 2+1 90 MT,95,2+1,10.500,Küçükköy,Yeni Mahalle Mh.
5957,AVRUPA KONUTLARI TEM DE KİRALIK 2+1 EŞYALI BÜYÜK TİP,130,2+1,21.500,Fevziçakmak,Karayolları Mh.
5958,ESSENORA YAŞAM MERKEZİNDE KİRALIK 3+1 DAİRE,125,3+1,15.500,Fevziçakmak,Fevzi Çakmak Mh.
5959,TURYAP'TAN GAZİOSMANPAŞA MERKEZ MAHALLESİNDE KİRALIK 3 + 1 DAİRE,150,3+1,5.000,Gaziosmanpaşa,Merkez Mah.
5960,Küçükköy merkez,75,2+1,6.750,Fevziçakmak,Fevzi Çakmak Mh.
5961,MASTER PROJE'DEN MİSAL İSTANBULDA KİRALIK SIFIR 3+1 DAİRE,114,3+1,10.500,Gaziosmanpaşa,Sarıgöl Mh.
5962,Yetkilisinden Tem Avrasya'da 2+1 Kiralık Daire,98,2+1,9.000,Fevziçakmak,Karayolları Mh.
5963,TEM AVRASYADA AÇIK MUTFAK KİRALIK 2+1 DAİRE,80,2+1,9.000,Fevziçakmak,Karayolları Mh.
5964,Sıfır daire-Sahibinden 2+1,90,2+1,11.250,Küçükköy,Karadeniz Mah.
5965,DEV GAYRİMENKUL AHES KONUTLARI 3+1 15.KAT KİRALIK DAİRE,125,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
5966,ŞEMSİPAŞA MAH. ÖZSUNA SİTESİNDE KİRALIK 3+1 LÜX DAİRE,130,3+1,13.500,Küçükköy,Şemsipaşa Mh.
5967,AVRUPA KONUTLARI TEM KİRALIK 3+1 GÜZEL MANZARALI DAİRE,138,3+1,19.000,Fevziçakmak,Karayolları Mh.
5968,SKOÇ İNŞAAT'TAN KARADENİZ MAH'DE MEMURA 3+1 KİRALIK DAİRE,135,3+1,6.500,Küçükköy,Karadeniz Mah.
5969,AVRUPA KONUTLARI TEM de EŞYALI KİRALIK HAVUZ CEPHE 1+1,78,1+1,13.950,Fevziçakmak,Karayolları Mh.
5970,VENEZİA MEGA 2+1 KİRALIK HOMEOFFİCE ŞEHİR MANZARALI,105,2+1,14.000,Küçükköy,Karadeniz Mah.
5971,Mevlana mah.aykutoglu sitesinde 4.kat 3+1 daire,145,3+1,10.000,Fevziçakmak,Mevlana Mah.
5972,Memura kiralık daire 5500,85,2+1,5.500,Gaziosmanpaşa,Bağlarbaşı Mh.
5973,SEMİH YILMAZTÜRK GROUP VİALAND CİVARI YENİ BİNADA 2+1 MASRAFSIZ,85,2+1,7.000,Kazımkarabekir,Kazım Karabekir Mh.
5974,2+1 sıfır yapılı,100,2+1,8.750,Küçükköy,Karadeniz Mah.
5975,Bağlarbaşı mah pullu sokak 5+1 Balkonlu asansörlü,210,5+1,10.000,Gaziosmanpaşa,Bağlarbaşı Mh.
5976,Tem Avrasya Sitesi Kiralık Peyzaj Manzaralı 3+1,134,3+1,14.000,Fevziçakmak,Karayolları Mh.
5977,GAZİOSMANPAŞA MERKEZE YAKIN KONUMDA 3+1 KİRALIK DAİRE,130,3+1,7.000,Gaziosmanpaşa,Sarıgöl Mh.
5978,VENEZİA DA KİRALIK 1+1 KİRALIK EŞYALI DAİRE,92,1+1,14.600,Küçükköy,Karadeniz Mah.
5979,Tem Avrasya da Yetkilisinden Kiralık Daire 2+1,98,2+1,9.000,Fevziçakmak,Karayolları Mh.
5980,ESSENORA SİTE İÇİNDE KİRALIK 2+1 LÜKS DAİRE,110,2+1,12.000,Fevziçakmak,Fevzi Çakmak Mh.
5981,AVRUPA KONUTLARI TEM'DE FUL EŞYALI 2+1 KİRALIK DAİRE,114,2+1,18.000,Fevziçakmak,Karayolları Mh.
5982,Essenora Sitesi'nde Kiralık 2+1 Eşyalı Daire,95,2+1,15.000,Fevziçakmak,Fevzi Çakmak Mh.
5983,HİLAL EMLAKTAN KİRALIK DAİRE,100,2+1,7.100,Yıldıztabya,Yenidoğan Mh.
5984,"OPSİYON""DAN شقة 1+1 للاجار تراس اطلالة مدينة فنسيا مول",109,1+1,15.000,Küçükköy,Karadeniz Mah.
5985,KİRALIK DAİRE 1+1,85,1.5+1,6.000,Küçükköy,Karadeniz Mah.
5986,AVRUPA KONUTLARI TEM DE KİRALIK 3+1 138M2 SİTE İÇİ PEYZAJ MNZRLI,138,3+1,19.000,Fevziçakmak,Karayolları Mh.
5987,VİAPORT VENEZİA ÇİZGİ DEN 117M2 EŞYALI KİRALIK 1+1 BAHÇE DUBLEX,117,1+1,16.000,Küçükköy,Karadeniz Mah.
5988,3+1 SİTE İÇİ SOSYAL TESİSLİ SIFIR KİRALIK GÜNCEL DAİRE,120,3+1,13.950,Gaziosmanpaşa,Sarıgöl Mh.
5989,Avrupa konutları Temde 3+1 Kiralık Daire,138,3+1,18.000,Fevziçakmak,Karayolları Mh.
5990,kiralık daire,100,2+1,6.500,Küçükköy,Karadeniz Mah.
5991,MEMURA ASORTİK YAPIDAN HÜRRİYET MAHALLESİNDE KİRALIK DAİRE,40,1+0,3.000,Küçükköy,Hürriyet Mh.
5992,GOP-Ahes Milas 3+1 118 M2 Manzaralı Kiralık Daire!!,128,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
5993,"kiralık daire Veneziaya,7 dakika metroya 11 dakka",110,2+1,7.750,Küçükköy,Karadeniz Mah.
5994,**MERT EMLAK**YILDIZTABYADA KİRALIK 2+1 95 m2 BALKONLU DAİRE,95,2+1,7.000,Yıldıztabya,Yıldıztabya Mh.
5995,TURKUAZ'DAN MEMURLARA BAYAN ÖĞRETMENLERE 2+1KİRALIK DAİRE,98,2+1,5.500,Küçükköy,Yeni Mahalle Mh.
5996,VİAPORT VENEZİA 150m2 AVM CEPHE EŞYALI ÇİFT BANYOLU BALKONLU 2+1,150,2+1,21.500,Küçükköy,Karadeniz Mah.
5997,ŞEHİR MANZARALI KİRALIK FULL EŞYALI DAİRE 25.kat,90,1+1,14.000,Küçükköy,Karadeniz Mah.
5998,3+1 Kiralık Daire [AÇIKLAMAYI OKUYUN !!!],100,3+1,6.000,Küçükköy,Barbaros Hayrettinpaşa Mh.
5999,VENEZİA MEGA 1+1 KİRALIK BAHÇE KULLANIMLI EŞYALI DAİRE -FOR RENT,95,1+1,12.000,Küçükköy,Karadeniz Mah.
6000,AVRUPA KONUTLARI TEM PEYZAJ MANZARALI KİRALIK 3+1 DAİRE,136,3+1,19.000,Fevziçakmak,Karayolları Mh.
6001,ÇİZGİ ' DEN VİAPORT VENEZİA DA FULL EŞYALI-BOŞ 1+1 KİRALIK DAİRE,73,1+1,11.500,Küçükköy,Karadeniz Mah.
6002,VİAPORT VENEZİA DA 244M2 OTURUMA HAZIR KİRALIK 3+1 BAHÇE DUBLEX,244,3+1,25.000,Küçükköy,Karadeniz Mah.
6003,Venezia Viaport Ablok 1+1 full lüks eşyalı güney cephe düşük kat,75,1+1,12.000,Küçükköy,Karadeniz Mah.
6004,AVRUPA EMLAK'TAN KÜÇÜKKÖY'DE MEMURA EŞYALI 3+1 KİRALIK DAİRE,160,3+1,10.500,Fevziçakmak,Fevzi Çakmak Mh.
6005,REMAX PARTNER'DEN GAZİOSMANPAŞA MEYDAN'DA KİRALIK 3+1 DAİRE,160,3+1,10.000,Gaziosmanpaşa,Merkez Mah.
6006,MEVLANA EMLAKTAN SİTE İÇİNDE KİRALIK 3+1 DAİRE,120,3+1,6.800,Fevziçakmak,Mevlana Mah.
6007,"OPSİYON""DANشقة ١+١ للاجار مفروشة فنسيا مول",71,1+1,11.000,Küçükköy,Karadeniz Mah.
6008,╣GOPED╠ AHES MİSAL İSTANBULDA 98m2 KİRALIK 2+1 6.KAT DAİRE,98,2+1,8.500,Gaziosmanpaşa,Sarıgöl Mh.
6009,MOSTAR GROUP tan G.O.Paşa meydana yakın kiralık 2+1 daire,90,2+1,6.250,Gaziosmanpaşa,Bağlarbaşı Mh.
6010,eşyalı kiralık daire,120,2+1,10.500,Gaziosmanpaşa,Merkez Mah.
6011,ARMAX'TAN KARAYOLARI MAH KİRALIK 3+1 KOT BİR SADECE MEMURA,115,3+1,5.000,Fevziçakmak,Karayolları Mh.
6012,TEM AVRASYA 2+1 CLOSE KITCHEN-شقة للايجار مجمع تيم افراسيا 2+1,113,2+1,13.000,Fevziçakmak,Karayolları Mh.
6013,AVRUPA KONUTLARI TEM DE KİRALIK 1+1 64M2 EŞYALI!,64,1+1,10.000,Fevziçakmak,Karayolları Mh.
6014,ESSENORA EVLERİNDE KİRALİK DAİRE,110,2+1,12.000,Fevziçakmak,Fevzi Çakmak Mh.
6015,"PAZARİÇİ MANZARALI DUBLEKS DAİRE 7,500 TL ASANSÖR YOK",160,2+2,7.500,Yıldıztabya,Pazariçi Mh.
6016,VENEZİA EŞSİZ MANZARA FIRSAT DAİRE FULL EŞYALI YÜKSEK KAT 3+1,187,3+1,25.500,Küçükköy,Karadeniz Mah.
6017,Medicalpark hastanesi karşısında kiralık daire/ofis/­muayenehane,104,2+1,13.000,Gaziosmanpaşa,Merkez Mah.
6018,Gaziosmanpaşa Merkez Mahallesi'nde Kiralık 2+1 Daire,120,2+1,5.500,Gaziosmanpaşa,Merkez Mah.
6019,KONAKLARDAN TEM AVRASYA KONUTLARINDA KİRALIK STANDART 3+1 DAİRE.,141,3+1,15.500,Fevziçakmak,Karayolları Mh.
6020,Mevlana Mah Metroya Yakın 2+1 daire Açıklamayı okumadan aramayın,120,2+1,6.500,Fevziçakmak,Mevlana Mah.
6021,KİRALIK DAİRE GAZİOSMANPAŞA ORDU CADDESİ 3+1 ÇİFT CEPHE DAİRE,140,3+1,8.000,Gaziosmanpaşa,Sarıgöl Mh.
6022,VENEZİA MEGA KİRALIK FULL EŞYALI BÜYÜK 1+1 YABANCIYA UYGUN_____,90,1+1,12.000,Küçükköy,Karadeniz Mah.
6023,AAK EMLAKTAN KİRALIK DAİRE,90,2+1,6.150,Yıldıztabya,Yıldıztabya Mh.
6024,"KÜÇÜKKÖY YOLU CADDESİNDE 2+1DAİRE 90,M2 BALKONLU/ASANSÖRLÜ",95,2+1,7.000,Gaziosmanpaşa,Merkez Mah.
6025,YILDIZPARK MODERN SİTESİNDE 3+1 --12 000=TL,150,3+1,12.000,Yıldıztabya,Yıldıztabya Mh.
6026,Öğrenci Kiralık Oda,220,5+3,3.500,Küçükköy,Yeni Mahalle Mh.
6027,VİAPORT VENEZİA 150m2 ÇİFT BANYOLU FULL LÜX EŞYALI KİRALIK 2+1,150,2+1,18.300,Küçükköy,Karadeniz Mah.
6028,KAÇMAZDAN NOVİ BAAZAR'DA 1+1 65 M2 FULL EŞYALI ŞEHİR MANZARALI,65,1+1,18.000,Gaziosmanpaşa,Merkez Mah.
6029,Memura kiraya verilecektir,120,2+1,6.750,Küçükköy,Barbaros Hayrettinpaşa Mh.
6030,Viaport Venezia'da 1+1 Eşyalı Oturuma Hazır Kiralık Daire,70,1+1,12.000,Küçükköy,Karadeniz Mah.
6031,ALBAYRAK EMLAK'TAN ESSENORA TERASLI MUHTEŞEM 350M 4+1 KİRALIK,350,4.5+1,30.000,Fevziçakmak,Fevzi Çakmak Mh.
6032,İMSERDEN KÜÇÜKKÖY MERKEZDE LÜX EBEVEYN BANYOLU 3+1 - DAİRE,130,3+1,14.000,Küçükköy,Şemsipaşa Mh.
6033,GAZİOSMANPAŞA KARLITEPEDE 2+1 80m2 YÜKSEK GİRİŞ KİRALIK DAİRE,80,2+1,6.000,Yıldıztabya,Karlıtepe Mh.
6034,Taşköprü tranvaya 1 dk yürüme mesafesi 120m² 3+1,120,3+1,7.000,Küçükköy,Barbaros Hayrettinpaşa Mh.
6035,AVRUPA KONUTLARI TEM HAVUZ MANZARALI BOŞ EŞYALI KİRALIK 1+1DAİRE,78,1+1,15.000,Fevziçakmak,Karayolları Mh.
6036,AVRUPA KONUTLARI TEM DE KİRALIK 3+1 DAİRE FULL PEYZAJ,136,3+1,19.000,Fevziçakmak,Karayolları Mh.
6037,GÖZDE'den KİRALIK 2+1 POLİGONDA YABANCILARA UYGUN,95,2+1,5.500,Küçükköy,Yeni Mahalle Mh.
6038,TEM AVRUPA KONUTLARI 1+1 EŞYALI HAVUZ VE PEYZAJ MANZARALI DAİRE,78,1+1,15.000,Fevziçakmak,Karayolları Mh.
6039,GAZİOSMANPAŞA MEYDAN DA KİRALIK YENİ DAİRE,95,2+1,8.500,Gaziosmanpaşa,Bağlarbaşı Mh.
6040,Bağlarbaşı Mahallesi'nde kiralık 2+1 daire,90,2+1,5.750,Gaziosmanpaşa,Bağlarbaşı Mh.
6041,Sarıgöl Mahallesi Ebru konaklarında kiralık yüksek giriş 2+1,90,2+1,6.750,Gaziosmanpaşa,Sarıgöl Mh.
6042,Gaziosmanpaşa Sarıgöl Konutları'nda 1+1 Kiralık Daire,70,1+1,6.500,Gaziosmanpaşa,Sarıgöl Mh.
6043,Bağlarbaşı mahallesinde sahibinden kiralık daire,100,2+1,6.500,Gaziosmanpaşa,Bağlarbaşı Mh.
6044,SİTE İÇERİSİNDE LÜX 2+1,120,2+1,8.500,Gaziosmanpaşa,Bağlarbaşı Mh.
6045,AS YAPI'DAN SİPAHİLERDE KİRALIK DAİRE,100,2+1,6.500,Gaziosmanpaşa,Bağlarbaşı Mh.
6046,"ARAS EMLAK,tan EYÜP İSLAM BEY KARLI TEPE MAH GÖZTEPE SK ŞOK MRK",90,2+1,8.250,Yıldıztabya,Karlıtepe Mh.
6047,FULL EŞYALI ULTRALUX HALIC VE ADA MANZARALI 2+1 KİRALIK DAIRE,110,2+1,13.500,Yıldıztabya,Karlıtepe Mh.
6048,AVRUPA KONUTLARI TEM'DE KİRALIK 2+1 DAİRE,114,2+1,15.000,Fevziçakmak,Karayolları Mh.
6049,BOŞNAK MAHALLESİNDE KİRALK 3+1 YÜKSEK GİRİŞ (BİR YILLIĞINA),120,3+1,5.500,Küçükköy,Şemsipaşa Mh.
6050,Muhteşem Panoramik Haliç manzaralı kıralık lüks daire,90,2+1,10.500,Yıldıztabya,Pazariçi Mh.
6051,VİAPORT VENEZİA RİSE GAYRİMENKUL 1+1 KİRALIK EŞYALI DAİRE,80,1+1,12.500,Küçükköy,Karadeniz Mah.
6052,SURYAPI VİTRİN'DE TEK YETKİLİ PORT İNVEST'DEN 2+1 128 M2 KİRALIK,128,2+1,14.000,Fevziçakmak,Karayolları Mh.
6053,Sahibinden Memura GOP Küçükköy 6000TL 2+1,110,2+1,6.000,Küçükköy,Yeni Mahalle Mh.
6054,SAHİBİNDEN Kiralık 2+1 Çift Balkonlu Daire,100,2+1,6.000,Yıldıztabya,Pazariçi Mh.
6055,TOKİ Ahes Misal Konutları 3+1 Kiralık Daire,130,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
6056,Gaziosmanpaşa Sarıgöl Konutları 2.etapda Ön Cephe Kiralık 2+1,108,2+1,8.250,Gaziosmanpaşa,Sarıgöl Mh.
6057,Öğretmen ve memur oturumuna uygun kiralık daire,90,2+1,6.000,Yıldıztabya,Karlıtepe Mh.
6058,Sahibinden kiralık daire pierre loti'ye 5 dk. mesafede,120,2+1,7.500,Yıldıztabya,Karlıtepe Mh.
6059,LÜX 1+1 SİTE İÇERİSİNDE KİRALIK,65,1+1,7.500,Gaziosmanpaşa,Bağlarbaşı Mh.
6060,İNSO EMLAKTAN KİRALIK ÖĞRENCİYE UYGUN EŞYALI DAİRE,80,2+1,5.000,Yıldıztabya,Pazariçi Mh.
6061,KONAKLARDAN TEM AVRASYA KONUTLARINDA KİRALIK 3+1 DAİRE,136,3+1,15.500,Fevziçakmak,Karayolları Mh.
6062,MASTER PROJE'DEN MİSAL İSTANBULDA SIFIR KİRALIK 3+1 DAİRE,120,3+1,11.000,Gaziosmanpaşa,Sarıgöl Mh.
6063,GAZİOSMANPAŞA PAZARİÇİ MAH ULTRA LÜKS 3+1 EBEVEYN BANYOLUKİRALIK,125,3+1,9.000,Yıldıztabya,Pazariçi Mh.
6064,FULL EŞYALI ULTRALÜX DUBLEX KİRALIK DAİRE,220,4+1,17.900,Küçükköy,Karadeniz Mah.
6065,Gaziosmanpaşa'da Kiralık Dubleks,175,2+2,10.000,Gaziosmanpaşa,Merkez Mah.
6066,Suna towers ta kiralık,125,3+1,15.000,Küçükköy,Şemsipaşa Mh.
6067,ERPAY GAYRİMENKUL'DEN KİRALIK EŞYALI 2+1 YÜKSEKGİRİŞ DAİRE,90,2+1,7.250,Yıldıztabya,Pazariçi Mh.
6068,ARA KAT FİYATINA KİRALIK DUBLEKS,180,3+1,6.500,Gaziosmanpaşa,Merkez Mah.
6069,Bağlarbaşı mahallesi Güllü caddesinde 2+1net 70m kira 5000,80,2+1,5.000,Gaziosmanpaşa,Bağlarbaşı Mh.
6070,Gop Plevne konutlarında yüksek kat büyük 3+1 daire,165,3+1,17.000,Fevziçakmak,Mevlana Mah.
6071,VENEZİA DA FULL EŞYALI KISA DÖNEM AVM CEPHE KİRALIK DAİRE,71,1+1,23.000,Küçükköy,Karadeniz Mah.
6072,GOP MEVLANA'DA SİTE İÇİNDE KİRALIK DUBLEKS DAİRE,150,4+1,10.500,Fevziçakmak,Mevlana Mah.
6073,Venezia kiralik 3+1 full eşyalı /فينيسيا 1+3 مفروشة للايجار,170,3+1,27.000,Küçükköy,Karadeniz Mah.
6074,KALİTELİ BİR YAŞAM VALİDE SUYU KONUTLARINDA SİZİ BEKLİYOR,95,2+1,11.000,Fevziçakmak,Fevzi Çakmak Mh.
6075,GAZİOSMANPAŞA MERKEZ BAĞLAR CADDESİNDE 2+1 1.KAT EŞYALI,90,2+1,9.500,Gaziosmanpaşa,Merkez Mah.
6076,VENEZİA MEGA 1+1 PEYZAJ MANZARA KİRALIK DAİRE - FOR RENT,85,1+1,9.500,Küçükköy,Karadeniz Mah.
6077,VENEZIA KONUTLAR 2+1 EŞYALI DAİRE شقة مفروشة للإيجار للعرب,102,2+1,22.000,Küçükköy,Karadeniz Mah.
6078,VENEZİA 3+1 MALL VIEW FULLY FURNISHED FLAT,175,3+1,27.300,Küçükköy,Karadeniz Mah.
6079,Kiralık Daire(Venezia AVM yanı),120,3+1,8.500,Küçükköy,Karadeniz Mah.
6080,TURYAP'TAN G.O.PAŞA AVRUPA KONUTLARI KİRALIK 2+1 111M2,111,2+1,15.000,Fevziçakmak,Karayolları Mh.
6081,TAŞKIRANLAR'Dan Kamu Personeline 2+1 Kiralık Daire,110,2+1,5.000,Küçükköy,Barbaros Hayrettinpaşa Mh.
6082,SERAP GAYRİMENKUL KÜÇÜKKÖY MERKEZDE KİRALIK 3+1 DAİRE,135,3+1,9.500,Fevziçakmak,Fevzi Çakmak Mh.
6083,VALIDESUYU KONUTLARINDA HARIKA HAVUZCEP BÜYÜK BALKON KİRALIK 3+1,240,3+1,14.950,Fevziçakmak,Fevzi Çakmak Mh.
6084,VENEZİA'DA EN UYGUN AVM CEPHE FULL EŞYALI 230M 3+1KİRALIK DAİRE,230,3+1,25.000,Küçükköy,Karadeniz Mah.
6085,AVRUPA KONUTLARI TEM'DE HAVUZ PEYZAJ MANZARALI KİRALIK 3+1 DAİRE,138,3+1,19.000,Fevziçakmak,Karayolları Mh.
6086,TAŞKIRANLAR'Dan Kamu Personeline 3+1 Kiralık Daire,130,3+1,5.000,Küçükköy,Karadeniz Mah.
6087,SERAP GAYRİMENKUL KÜÇÜKKÖY MERKEZDE KİRALIK 2+1 DAİRE,95,2+1,8.500,Fevziçakmak,Fevzi Çakmak Mh.
6088,VADİ EVLERİ AHES MİSAL'DE A2 BLOKTA 3+1 KİRALIK DAİRE GÜNCEL,130,3+1,10.500,Gaziosmanpaşa,Sarıgöl Mh.
6089,SAHİBİNDEN 3 CEPHELİ OTOPARK VE BAHÇELİ YÜKSEK GİRİŞ DAİRE,85,2+1,6.500,Kazımkarabekir,Kazım Karabekir Mh.
6090,GAZİOSMANPAŞA KARLITEPE MAHALLESİ EŞYALI KİRALIK 3. KAT 2+1,100,2+1,7.000,Yıldıztabya,Karlıtepe Mh.
6091,AVRUPA KONUTLARI TEM DE KİRALIK DAİRE 4+1 168M2 SİTE İÇİNE CEPHE,168,4+1,25.000,Fevziçakmak,Karayolları Mh.
6092,VİAPORT VENEZİA DA ÇİZGİ DEN 150 M2 KİRALIK 2+1 BAHÇE DUBLEX,150,2+1,17.000,Küçükköy,Karadeniz Mah.
6093,AVRUPA KONUTLARI TEM MERKEZİ KONUM BOŞ KİRALIK 3+1 DAİRE,136,3+1,19.000,Fevziçakmak,Karayolları Mh.
6094,VENEZİA MEGA'DA FULL LÜKS EŞYALI HEMEN TESLİM 2+1 HOME OFFİCE,147,2+1,20.000,Küçükköy,Karadeniz Mah.
6095,CELİK EMLAKTAN KİRALİK ARAKAT DAİRE,100,2+1,5.750,Küçükköy,Karadeniz Mah.
6096,"GOP. Mevlana'da, sitede muhteşem manzaralı BOŞ KİRALIK--3+1---",125,3+1,7.500,Fevziçakmak,Mevlana Mah.
6097,GAZİOSMANPAŞA DA SAĞLIK TURİZMİNE KİRALIK AÇIKLAMAYİ OKUYUNUZ!,55,1+1,9.500,Gaziosmanpaşa,Merkez Mah.
6098,ESSENORA Yaşam Evlerinde 1+1 Kiralık Daire,65,1+1,9.000,Fevziçakmak,Fevzi Çakmak Mh.
6099,HALİÇ PANORAMA SİT. 1+1 9.KAT CAD. CEPHELİ EŞYALI KİRALIK DAİRE,65,1+1,10.000,Gaziosmanpaşa,Sarıgöl Mh.
6100,TURYAP'TAN G.O.PAŞA AVRUPA KONUTLARI KİRALIK 1+1 75M2 BÜYÜK TİP,75,1+1,11.000,Fevziçakmak,Karayolları Mh.
6101,Gaziosmanpaşa'da Sağlık Turizmine Kiralık Eşyalı 2+1 Daire,90,2+1,12.000,Gaziosmanpaşa,Merkez Mah.
6102,Viaport Venezia'da 1+1 Yüksek Kat Eşyalı Oturuma Hazır Kıralık,70,1+1,11.500,Küçükköy,Karadeniz Mah.
6103,VİAPORT VENEZİA DA ÇİZGİ DEN EŞYALI BALKONLU KİRALIK 2+1 DAİRE,133,2+1,25.000,Küçükköy,Karadeniz Mah.
6104,KiRALIK HOME OFFİCE مكتب هوم 1+2 مفروشة بل كامل للاجار فنسيا مول,147,2+1,20.000,Küçükköy,Karadeniz Mah.
6105,Küçükköy Merkeze Yakın Eşyalı Kiralık Lüks Çatı Katı Daire,85,1+1,9.500,Küçükköy,Yeni Mahalle Mh.
6106,HALİÇ PANORAMA SİTESİNDE 1+1 1. KAT KİRALIK DAİRE,62,1+1,7.000,Gaziosmanpaşa,Sarıgöl Mh.
6107,GAZİOSMANPAŞA'DA YALNIZCA SAĞLIK TURİZMİNE KİRALIK 2+1 EŞYALI,85,2+1,12.000,Gaziosmanpaşa,Merkez Mah.
6108,KONAKLARDAN TEM AVRASYA KONUTLARINDA KİRALIK BÜYÜK TİP BOŞ 2+1.,113,2+1,12.500,Fevziçakmak,Karayolları Mh.
6109,YILDIZTABYA ANA CADDEDE 2+1 90 M2 KAT 7 ASANSORLU LUX DAIRE,90,2+1,13.500,Yıldıztabya,Yıldıztabya Mh.
6110,Gaziosmanpaşa Sarıgöl Konutları 2.etapda Kiralık 1+1 Daire,73,1+1,7.000,Gaziosmanpaşa,Sarıgöl Mh.
6111,VİAPORT VENEZİA FULL EŞYALI HAVUZ MANZARALI BALKONLU KİRALIK1+1,92,1+1,12.000,Küçükköy,Karadeniz Mah.
